paper_id,ref_title,ref_journal
15472450.2019.1579091,Some observed features of traffic flow phase transition at urban expressway diverge bottlenecks,Transportmetrica B: Transport Dynamics
15472450.2019.1579091,Identification and characteristics analysis of bottlenecks on urban expressways based on floating car data,Journal of Central South University
15472450.2019.1579091,Some properties of flows at freeway bottlenecks,Transportation Research Record: Journal of the Transportation Research Board
15472450.2019.1579091,Using truck probe gps data to identify and rank roadway bottlenecks,Journal of Transportation Engineering
15472450.2019.1579092,Model selection for the LS-SVM. application to handwriting recognition,Pattern Recognition
15472450.2019.1579092,Modified C0 complexity and applications,Journal of Fudan University (Natural Science Edition)
15472450.2019.1579092,Search for parking: A dynamic parking and route guidance system for efficient parking and traffic management,Journal of Intelligent Transportation Systems
15472450.2019.1579092,Parking spaces repurchase strategy design via simulation optimization,Journal of Intelligent Transportation Systems
15472450.2019.1579092,The prediction in computer color matching of dentistry based on ga + bp neural network,Computational and Mathematical Methods in Medicine
15472450.2019.1579092,Available parking space occupancy change characteristics and short-term forecasting model,Journal of Southeast University
15472450.2019.1579092,Forecasting available parking space with largest Lyapunov exponents method,Journal of Central South University
15472450.2019.1579092,Finding available parking spaces made easy,Ad Hoc Networks
15472450.2019.1579092,Expirable parking reservations for managing morning commute with parking space constraints,Transportation Research Part C: Emerging Technologies
15472450.2019.1579092,Better lucky than rich? Comparative analysis of parking reservation and parking charge,Transport Policy
15472450.2019.1579092,Least squares support vector machine classifiers,Neural Processing Letters
15472450.2019.1579092,Optimisation of parking guidance and information systems display configurations,Transportation Research Part C (Emerging Technologies)
15472450.2019.1579092,A bias and variance analysis for multistep-ahead time series forecasting,IEEE Transactions on Neural Networks and Learning Systems
15472450.2019.1579092,Financial time series prediction using least squares support vector machines within the evidence framework,IEEE Transactions on Neural Networks
15472450.2019.1579092,A real-time parking prediction system for smart cities,Journal of Intelligent Transportation Systems
15472450.2019.1579092,A forecasting model for parking guidance system,2009 World Congress on Computer Science and Information Engineering
15472450.2019.1579093,Signal optimization and coordination for bus progression based on maxband,KSCE Journal of Civil Engineering
15472450.2019.1579093,Using connected vehicle technology to improve the efficiency of intersections,Transportation Research Part C Emerging Technologies
15472450.2019.1579093,Short-term traffic flow rate forecasting based on identifying similar traffic patterns,Transportation Research Part C: Emerging Technologies
15472450.2019.1579093,Pamscod: Platoon-based arterial multi-modal signal control with online data,Transportation Research Part C
15472450.2019.1579093,Arterial offset optimization using archived high-resolution traffic signal data,Transportation Research Part C Emerging Technologies
15472450.2019.1579093,A kinematic wave theory of lane-changing traffic flow,Transportation Research Part B: Methodological
15472450.2019.1579093,General lane-changing model mobil for car-following models,Transportation Research Record: Journal of the Transportation Research Board
15472450.2019.1579093,Evaluation of the performance of vehicle-to-vehicle applications in an urban network,Journal of Intelligent Transportation Systems
15472450.2019.1579093,A cellular automata traffic flow model combined with a BP neural network based microscopic lane changing decision model,Journal of Intelligent Transportation Systems
15472450.2019.1579093,Flocking for multi-agent dynamic systems: Algorithms and theory,IEEE Transactions on Automatic Control
15472450.2019.1579093,Using traffic microsimulation to assess deployment strategies for the connected vehicle safety pilot,Journal of Intelligent Transportation Systems
15472450.2019.1579093,Characterising Green Light Optimal Speed Advisory trajectories for platoon-based optimisation,Transportation Research Part C: Emerging Technologies
15472450.2019.1579093,A capacity maximization scheme for intersection management with automated vehicles,Transportation Research Procedia
15472450.2019.1579093,Influence of connected and autonomous vehicles on traffic flow stability and throughput,Transportation Research Part C Emerging Technologies
15472450.2019.1579093,Estimating acceleration and lane-changing dynamics from next generation simulation trajectory data,Transportation Research Record: Journal of the Transportation Research Board
15472450.2019.1579093,Platoon recognition using connected vehicle technology,Journal of Intelligent Transportation Systems
15472450.2019.1579093,Queue length estimation using connected vehicle technology for adaptive signal control,IEEE Transactions on Intelligent Transportation Systems
15472450.2019.1579093,Novel cooperative collision avoidance model for connected vehicles,Transportation Research Record: Journal of the Transportation Research Board
15472450.2019.1579093,An empirical analysis of lane changing on multilane highways,Highway research record
15472450.2019.1579093,"Isolated intersection control for various levels of vehicle technology: Conventional, connected, and automated vehicles",Transportation Research Part C
15472450.2019.1579093,A two-way arterial signal coordination method with queueing process considered,IEEE Transactions on Intelligent Transportation Systems
15472450.2019.1579093,Graph-theoretic connectivity control of mobile robot networks,Proceedings of the IEEE
15472450.2019.1579093,Hybrid control for connectivity preserving flocking,IEEE Transactions on Automatic Control
15472450.2019.1579093,Estimating traffic volumes for signalized intersections using connected vehicle data,Transportation Research Part C Emerging Technologies
15472450.2018.1542305,Balancing exploitation and exploration in particle swarm optimization: Velocity-based reinitialization,3
15472450.2018.1542305,Strategies to simulate wheel–rail adhesion in degraded conditions using a roller-rig,53
15472450.2018.1542305,Modeling lane-change-related crashes with lane-specific real-time traffic and weather data,22
15472450.2018.1542305,Evaluating disturbance robustness of railway schedules,18
15472450.2018.1542305,Taking traction control to task: High-adhesion-point tracking based on a disturbance observer in railway vehicles,11
15472450.2018.1542305,Traction permanent magnet synchronous motor torque control with flux weakening,18
15472450.2018.1542305,A multi-objective optimization approach to the location of road weather information system in New York state,NA
15472450.2018.1542305,Über die berührung fester elastischer körper,92
15472450.2018.1542305,Leaves on the line: Low adhesion detection in railways,49
15472450.2018.1542305,Real time detection of low adhesion in the wheel/rail contact,227
15472450.2018.1542305,Models for estimation of creep forces in the wheel/rail contact under varying adhesion levels,52
15472450.2018.1542305,Estimation of wheel,51
15472450.2018.1542305,A probe-based variable speed limit system,19
15472450.2018.1542305,An overview: Modern techniques for railway vehicle on-board health monitoring systems,55
15472450.2018.1542305,Analysis of wheel–roller contact and comparison with the wheel,1
15472450.2018.1542305,Dynamic response of a locomotive with AC electric drives to changes in friction conditions,231
15472450.2018.1542305,A new friction condition identification approach for wheel–rail interface,5
15472450.2018.1542305,An unscented Kalman filter-based rolling radius estimation methodology for railway vehicles with traction,232
15472450.2018.1542305,Interpretation of Bayesian neural networks for predicting the duration of detected incidents,20
15472450.2018.1542305,Creep forces in simulations of traction vehicles running on adhesion limit,258
15472450.2018.1542305,Modelling the contact between wheel and rail within multibody system simulation,41
15472450.2018.1542305,Probabilistic opposition-based particle swarm optimization with velocity clamping,39
15472450.2018.1542305,Connected and automated vehicle systems: Introduction and overview,22
15472450.2018.1542305,Influence of ac system design on the realisation of tractive efforts by high adhesion locomotives,55
15472450.2018.1542305,Wheel–rail creep force model for predicting water induced low adhesion phenomena,109
15472450.2018.1542305,Modeling the effects of weather and traffic on the risk of secondary incidents,16
15472450.2018.1542305,Simulation of wheel–rail contact conditions on experimental equipment,11
15472450.2018.1542305,Transient wheel–rail adhesion characteristics under the cleaning effect of sliding,53
15472450.2018.1542305,"Study on the adhesion behavior of wheel/rail under oil, water and sanding conditions",271
15472450.2018.1542305,Adhesion estimation at the wheel–rail interface using advanced model-based filtering,50
15472450.2018.1542305,Condition monitoring opportunities using vehicle-based sensors,225
15472450.2018.1542305,A simple 3-dimensional model to analyse wheel–rail adhesion under wet condition,30
15472450.2018.1542305,Applications of particle swarm optimization in the railway domain,4
15472450.2018.1542305,Online estimation of the adhesion coefficient and its derivative based on the cascading smc observer,2017
15472450.2018.1542305,Re-adhesion control for a railway single wheelset test rig based on the behaviour of the traction motor,51
15472450.2018.1542305,Friction coefficient estimation using an unscented Kalman filter,52
15472450.2018.1542305,Real-time modeling of wheel–rail contact laws with system-on-chip,21
15472450.2018.1542305,An adaptive sliding mode control to stabilize wheel slip and improve traction performance,232
15472450.2018.1542304,Impacts of sensor spacing on accurate freeway travel time estimation for traveler information,13
15472450.2018.1542304,Dynamic freeway travel-time prediction with probe vehicle data: Link based versus path based,1768
15472450.2018.1542304,Multi-step prediction of experienced travel times using agent-based modeling,71
15472450.2018.1542304,Dynamic travel time prediction with real-time and historic data,129
15472450.2018.1542304,Traffic-flow dynamics: A search for chaos,4
15472450.2018.1542304,An adaptive information fusion model to predict the short-term link travel time distribution in dynamic traffic networks,46
15472450.2018.1542304,Greedy function approximation: A gradient boosting machine,29
15472450.2018.1542304,Repeatability and similarity of freeway traffic flow and long-term prediction under big data,17
15472450.2018.1542304,Monte Carlo simulation-based traffic speed forecasting using historical big data,65
15472450.2018.1542304,A genetic algorithm-based method for improving quality of travel time prediction intervals,19
15472450.2018.1542304,Identifying important variables for predicting travel time of freeway with non-recurrent congestion with neural networks,23
15472450.2018.1542304,Weather variability and travel behaviour – What we know and what we do not know,NA
15472450.2018.1542304,Short-term highway traffic state prediction using structural state space models,18
15472450.2018.1542304,Long short-term memory neural network for traffic speed prediction using remote microwave sensor data,54
15472450.2018.1542304,Comparing state-of-the-art regression methods for long term travel time prediction,16
15472450.2018.1542304,Application of probe-vehicle data for real-time traffic-state estimation and short-term travel-time prediction on a freeway,1855
15472450.2018.1542304,Short-term travel-time prediction on highway: A review of the data-driven approach,35
15472450.2018.1542304,Freeway path travel time prediction based on heterogeneous traffic data through nonparametric model,20
15472450.2018.1542304,A simple and effective method for predicting travel times on freeways,5
15472450.2018.1542304,An improved fuzzy neural network for traffic speed prediction considering periodic characteristic,18
15472450.2018.1542304,Accurate freeway travel time prediction with state-space neural networks under missing data,13
15472450.2018.1542304,Short-term traffic forecasting: Where we are and where we’re going,43
15472450.2018.1542304,Travel-time prediction with support vector regression,5
15472450.2018.1542304,A multistep corridor travel-time prediction method using presence-type vehicle detector data,15
15472450.2018.1542304,A gradient boosting method to improve travel time prediction,58
15472450.2018.1542304,A comparative study of three multivariate short-term freeway traffic flow forecasting methods with missing data,20
15472450.2018.1542304,A hybrid short-term traffic flow forecasting method based on spectral analysis and statistical volatility model,43
15472450.2018.1542304,A space–time diurnal method for short-term freeway travel time prediction,43
15472450.2019.1582950,Application of stochastic gradient boosting technique to enhance reliability of real-time risk assessment,Transportation Research Record: Journal of the Transportation Research Board
15472450.2019.1582950,Dynamic data-driven local traffic state estimation and prediction,Transportation Research Part C: Emerging Technologies
15472450.2019.1582950,Multi-step-ahead time series prediction using multiple-output support vector regression,Neurocomputing
15472450.2019.1582950,PSO-mismo modeling strategy for multistep-ahead time series prediction,IEEE Transactions on Cybernetics
15472450.2019.1582950,Long term time series prediction with multi-input multi-output local learning,"Proceedings of the 2nd European Symposium on Time Series Prediction (TSP), ESTSP08"
15472450.2019.1582950,A review and comparison of strategies for multi-step ahead time series forecasting based on the NN5 forecasting competition,Expert Systems with Applications
15472450.2019.1582950,Random forests,Machine Learning
15472450.2019.1582950,Direct multi-step estimation and forecasting,Journal of Economic Surveys
15472450.2019.1582950,Factor complexity of crash occurrence: An empirical demonstration using boosted regression trees,Accident Analysis & Prevention
15472450.2019.1582950,Prediction by exponentially weighted moving averages and related methods,Journal of the Royal Statistical Society
15472450.2019.1582950,Fast multi-class image annotation with random subwindows and multiple output randomized trees,Proceedings of the Fourth International Conference on Computer Vision Theory and Applications
15472450.2019.1582950,Evaluating moving average techniques in short-term travel time prediction using an AVI data set,Transportation Research Board 89th Annual Meeting
15472450.2019.1582950,A Bayesian dynamic linear model approach for real-time short-term freeway travel time prediction,Transportation Research Part C: Emerging Technologies
15472450.2019.1582950,The influence of alternative data smoothing prediction techniques on the performance of a two-stage short-term urban travel time prediction framework,"Journal of Intelligent Transportation Systems: Technology, Planning, and Operations"
15472450.2019.1582950,Predicting travel times with context-dependent random forests by modeling local and aggregate traffic flow,IEEE International Conference on Data Mining Workshops
15472450.2019.1582950,Bayesian committee of neural networks to predict travel times with confidence intervals,Transportation Research Part C: Emerging Technologies
15472450.2019.1582950,Prediction of chaotic time series with noise,IEICE Transactions on Fundamentals of Electronics Communications & Computer Sciences
15472450.2019.1582950,Traffic flow prediction using AdaBoost algorithm with random forests as a weak learner,Enformatika
15472450.2019.1582950,Freeway travel-time estimation based on temporal-spatial queueing model,IEEE Transactions on Intelligent Transportation Systems
15472450.2019.1582950,Multimodel ensemble for freeway traffic state estimations,IEEE Transactions on Intelligent Transportation Systems
15472450.2019.1582950,Real-time road traffic prediction with spatio-temporal correlations,Transportation Research Part C: Emerging Technologies
15472450.2019.1582950,Freeway path travel time prediction based on heterogeneous traffic data through nonparametric model,"Journal of Intelligent Transportation Systems: Technology, Planning, and Operations"
15472450.2019.1582950,Tree-structured methods for longitudinal data,Journal of the American Statistical Association
15472450.2019.1582950,Multivariate random forests,Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery
15472450.2019.1582950,Methodology for long-term prediction of time series,Neurocomputing
15472450.2019.1582950,Short-term traffic forecasting: Where we are and where we’re going,Transportation Research Part C: Emerging Technologies
15472450.2019.1582950,Short-term traffic speed forecasting hybrid model based on chaos–wavelet analysis-support vector machine theory,Transportation Research Part C: Emerging Technologies
15472450.2019.1582950,Prediction of weather impacted airport capacity using ensemble learning,Prediction of weather impacted airport capacity using ensemble learning
15472450.2019.1582950,Forecasting the short-term metro passenger flow with empirical mode decomposition and neural networks,Transportation Research Part C: Emerging Technologies
15472450.2019.1582950,Urban freeway traffic flow prediction: Application of seasonal autoregressive integrated moving average and exponential smoothing models,Transportation Research Record: Journal of the Transportation Research Board
15472450.2019.1582950,A learning algorithm for continually running fully recurrent neural networks,Neural Computation
15472450.2019.1582950,Urban traffic flow prediction using a spatio-temporal random effects model,"Journal of Intelligent Transportation Systems: Technology, Planning, and Operations"
15472450.2019.1582950,Beyond one-step-ahead forecasting: evaluation of alternative multi-step-ahead forecasting models for crude oil prices,Energy Economics
15472450.2019.1582950,Urban link travel time prediction based on a gradient boosting method considering spatiotemporal correlations,ISPRS International Journal of Geo-Information
15472450.2019.1582950,Short-term travel time prediction,Transportation Research Part C: Emerging Technologies
15472450.2019.1582950,A gradient boosting method to improve travel time prediction,Transportation Research Part C: Emerging Technologies
15472450.2019.1598863,A direct redistribution model of congestion pricing,Transportation Research Part B: Methodological
15472450.2019.1598863,Real-time queue length estimation using event- based advance detector data,Journal of Intelligent Transportation Systems
15472450.2019.1598863,"The size, scale, and shape of cities","Science (New York, N.Y.)"
15472450.2019.1598863,A Kalman filter approach for exploiting bluetooth traffic data when estimating time-dependent OD matrices,Journal of Intelligent Transportation Systems
15472450.2019.1598863,Fusing a bluetooth traffic monitoring system with loop detector data for improved freeway traffic speed estimation,Journal of Intelligent Transportation Systems
15472450.2019.1598863,Understanding congested travel in urban areas,Nature Communications
15472450.2019.1598863,Ant colony routing algorithm for freeway networks,Transportation Research Part C: Emerging Technologies
15472450.2019.1598863,Second best toll pricing within the framework of bounded rationality,Transportation Research Part B: Methodological
15472450.2019.1598863,A note on two probles in connexion with graphs,Numerische Mathematik
15472450.2019.1598863,A study of the transiently chaotic neural network for combinatorial optimization,Mathematical and Computer Modelling
15472450.2019.1598863,A combined GPS/stated choice experiment to estimate values of crash-risk reduction,Journal of Choice Modeling
15472450.2019.1598863,Analysis and improvement of vehicle information sharing networks,Physica A Statistical Mechanics and Its Applications
15472450.2019.1598863,Toward system-optimal routing in traffic networks: A reverse stackelberg game approach,IEEE Transactions on Intelligent Transportation Systems
15472450.2019.1598863,A hybrid routing model for mitigating congestion in networks,Physica A Statistical Mechanics & Its Applications
15472450.2019.1598863,Congestion avoidance routing based on large-scale social signals,IEEE Transactions on Intelligent Transportation Systems
15472450.2019.1598863,Dynamic path optimization method based on ant colony algorithm and group decision-making,In Intelligent Control and Automation
15472450.2019.1598863,Modeling real-time human mobility based on mobile phone and transportation data fusion,Transportation Research Part C: Emerging Technologies
15472450.2019.1598863,A mobility network approach to identify and anticipate large crowd gatherings,Transportation Research Part B: Methodological
15472450.2019.1598863,Predicting arterial breakdown probability: A data mining approach,Journal of Intelligent Transportation Systems
15472450.2019.1598863,Adapt-Traf: An adaptive multiagent road traffic management system based on hybrid ant-hierarchical fuzzy model,Transportation Research Part C: Emerging Technologies
15472450.2019.1598863,Dynamic traffic light sequence algorithm using RFID,Journal of Computer Science
15472450.2019.1598863,Using electronic toll collection data to understand traffic demand,Journal of Intelligent Transportation Systems
15472450.2019.1598863,Incorporating observed and unobserved heterogeneity in route choice analysis with sampled choice sets,Transportation Research Part C: Emerging Technologies
15472450.2019.1598863,Traffic signal timing via deep reinforcement learning,IEEE/CAA Journal of Automatica Sinica
15472450.2019.1598863,Traffic flow data forecasting based on interval type-2 fuzzy sets theory,IEEE/CAA Journal of Automatica Sinica
15472450.2019.1598863,Traffic flow prediction with big data : A deep learning approach,IEEE Transactions on Intelligent Transportation Systems
15472450.2019.1598863,Developing a coordinated signal control system for urban ring road under the vehicle-infrastructure connected environment,IEEE Access
15472450.2019.1598863,Long short-term memory neural network for traffic speed prediction using remote microwave sensor data,Transportation Research Part C: Emerging Technologies
15472450.2019.1598863,Reliable route guidance: A case study from Chicago,Transportation Research Part A: Policy & Practice
15472450.2019.1598863,Developing travel time estimation methods using sparse GPS data,Journal of Intelligent Transportation Systems
15472450.2019.1598863,An algorithm for the equilibrium assignment problem with random link times,Networks
15472450.2019.1598863,A dynamic Bayesian network model for real-time crash prediction using traffic speed conditions data,Transportation Research Part C: Emerging Technologies
15472450.2019.1598863,Encapsulating urban traffic rhythms into road networks,Scientific Reports
15472450.2019.1598863,Understanding road usage patterns in urban areas,Scientific Reports
15472450.2019.1598863,Traffic control approach based on multi-source data fusion,IET Intelligent Transport Systems
15472450.2019.1598863,Deduction of link performance function and its regression analysis,Journal of Highway & Transportation Research and Development
15472450.2019.1598863,A joint control model for connected vehicle platoon and arterial signal coordination,Journal of Intelligent Transportation Systems
15472450.2019.1598863,Some theoritical aspects of road traffic research,ICE Proceedings: Engineering Divisions
15472450.2019.1598863,A dynamic and automatic traffic light control expert system for solving the road congestion problem,Expert Systems with Applications
15472450.2019.1598863,Universal predictability of mobility patterns in cities,Journal of the Royal Society Interface
15472450.2019.1598863,Path-differentiated pricing in congestion mitigation,Transportation Research Part B: Methodological
15472450.2019.1598863,Improvement effect analysis of congestion pricing using Logit model,Journal of Public Transportation
15472450.2019.1598863,Big data for social transportation,IEEE Transactions on Intelligent Transportation Systems
15472450.2019.1614445,Effects of truck traffic on crash injury severity on rural highways in Wyoming using Bayesian binary logit models,Accident Analysis and Prevention
15472450.2019.1614445,Future directions in traffic signal control,Transportation Research Part A: Policy and Practice
15472450.2019.1614445,Performance measures for adaptive signal control: Case study of system-in-the-loop simulation,Transportation Research Record: Journal of the Transportation Research Board
15472450.2019.1614445,Field evaluations of an adaptive traffic signal — using private-sector probe data,Journal of Transportation Engineering
15472450.2019.1614445,Split cycle offset optimization technique,NA
15472450.2019.1614445,Extracting useful information from connected vehicle data: An empirical study of driving volatility measures and crash frequency at intersections,"Transportation Research Record, Journal of Transportation Research Board"
15472450.2019.1614445,Comparative evaluation of adaptive traffic control system assessments through field and microsimulation,Journal of Intelligent Transportation Systems
15472450.2019.1614445,Comparison of before-after versus off-on adaptive traffic control evaluations,Transportation Research Record: Journal of the Transportation Research Board
15472450.2019.1614445,Analysis of volatility in driving regimes extracted from basic safety messages transmitted between connected vehicles,Transportation Research Part C
15472450.2019.1614445,Evaluating the Operational & Safety Aspects of Adaptive Traffic Control Systems in Pennsylvania,Evaluating the Operational & Safety Aspects of Adaptive Traffic Control Systems in Pennsylvania
15472450.2019.1614445,Crash severity effects of adaptive signal control technology: An empirical assessment with insights from Pennsylvania and Virginia,Accident Analysis and Prevention
15472450.2019.1614445,Estimating safety effects of adaptive signal control technology using the empirical Bayes method,Journal of Safety Research
15472450.2019.1614445,Investigating cybersecurity issues in active traffic management systems,"Transportation Research Record, Journal of Transportation Research Board"
15472450.2019.1614445,Optimal signal control using adaptive dynamic programming,International Conference on Computational Science & Its Applications
15472450.2019.1614445,"A real-time traffic signal control system - architecture, algorithms, and analysis",Transportation Research Part C: Emerging Technologies
15472450.2019.1614445,The rolling horizon scheme of traffic signal control,Transportation Research Part A: Policy and Practice
15472450.2019.1614445,Sydney coordinated adaptive traffic signal,NA
15472450.2019.1614445,Adaptive look-ahead optimization of traffic signals,ITS Journal-Intelligent Transportation Systems Journal
15472450.2019.1614445,Optimum control of an intersection for any known sequence of vehicle arrivals,"IFAC/IFIP/IFORS Symposium on Traffic Control and Transportation Systems. Monte Carlo, Monaco"
15472450.2019.1614445,Controlled optimization of phases at an intersection,Transportation Science
15472450.2019.1614445,Single-intersection evaluation of real-time adaptive traffic signal control algorithms,Transportation Research Record: Journal of the Transportation Research Board
15472450.2019.1614445,Smart urban signal networks: initial application of the SURTRAC adaptive traffic signal control system,Icaps
15472450.2019.1614445,Perspectives on Intelligent Transportation Systems (ITS),Perspectives on Intelligent Transportation Systems (ITS)
15472450.2019.1614445,Urban Traffic Optimization by Integration Automation,NA
15472450.2019.1614445,Arterial performance evaluation on an adaptive traffic signal control system,6th International Symposium on Highway Capacity and Quality of Service
15472450.2019.1614445,What is the level of volatility in instantaneous driving decisions?,Transportation Research Part C
15472450.2019.1614445,Schedule-driven intersection control,Transportation Research Part C
15472450.2019.1625042,A secure authentication scheme for vanets with batch verification,Wireless Networks
15472450.2019.1625042,Random oracles are practical: A paradigm for designing efficient protocols,Proceedings of the 1st ACM conference on computer and communications security
15472450.2019.1625042,The exact security of digital signatures-how to sign with RSA and Rabin,International conference on the theory and applications of cryptographic techniques
15472450.2019.1625042,A study of the environmental impacts of intelligent automated vehicle control at intersections via v2v and v2i communications,Journal of Intelligent Transportation Systems
15472450.2019.1625042,Car talk-[update],IEEE Spectrum
15472450.2019.1625042,Short signatures from the Weil pairing,International conference on the theory and application of cryptology and information security
15472450.2019.1625042,Compact group signatures without random oracles,Annual international conference on the theory and applications of cryptographic techniques
15472450.2019.1625042,Providing k-anonymity and revocation in ubiquitous vanets,Ad Hoc Networks
15472450.2019.1625042,Security proof of Sakai-Kasaharas identity-based encryption scheme,IMA International conference on cryptography and coding
15472450.2019.1625042,MLAS: Multiple level authentication scheme for vanets,Ad Hoc Networks
15472450.2019.1625042,VSPN: Vanet-based secure and privacy-preserving navigation,IEEE Transactions on Computers
15472450.2019.1625042,A digital signature scheme secure against adaptive chosen-message attacks,SIAM Journal on Computing
15472450.2019.1625042,The GMP development team,GNU MP: The GNU Multiple Precision Arithmetic Library
15472450.2019.1625042,An efficient identity-based conditional privacy-preserving authentication scheme for vehicular ad hoc networks,IEEE Transactions on Information Forensics and Security
15472450.2019.1625042,b-specs+: Batch verification for secure pseudonymous authentication in vanet,IEEE Transactions on Information Forensics and Security
15472450.2019.1625042,PACP: An efficient pseudonymous authentication-based conditional privacy protocol for vanets,IEEE Transactions on Intelligent Transportation Systems
15472450.2019.1625042,An efficient and provably-secure digital signature scheme based on elliptic curve bilinear pairings,Theoretical and Applied Informatics
15472450.2019.1625042,A robust conditional privacy-preserving authentication protocol in vanet,International conference on security and privacy in mobile information and communication systems
15472450.2019.1625042,Toward a secure batch verification with group testing for vanet,Wireless Networks
15472450.2019.1625042,ACPN: A novel authentication framework with conditional privacy-preservation and non-repudiation for vanets,IEEE Transactions on Parallel and Distributed Systems
15472450.2019.1625042,GSIS: A secure and privacy-preserving protocol for vehicular communications,IEEE Transactions on Vehicular Technology
15472450.2019.1625042,Message authentication using proxy vehicles in vehicular ad hoc networks,IEEE Transactions on Vehicular Technology
15472450.2019.1625042,A dynamic privacy-preserving key management scheme for location-based services in vanets,IEEE Transactions on Intelligent Transportation Systems
15472450.2019.1625042,ECPP: Efficient conditional privacy preservation protocol for secure vehicular communications,Infocom 2008. The 27th conference on computer communications
15472450.2019.1625042,A certificateless anonymous authenticated announcement scheme in vehicular ad hoc networks,Security and Communication Networks
15472450.2019.1625042,The security of vehicular ad hoc networks,Proceedings of the 3rd ACM workshop on security of ad hoc and sensor networks
15472450.2019.1625042,A new traitor tracing,"IEICE Transactions on Fundamentals of Electronics, Communications and Computer Sciences"
15472450.2019.1625042,Developments in connected and automated vehicles,Journal of Intelligent Transportation Systems
15472450.2019.1625042,NECPPA: A novel and efficient conditional privacy-preserving authentication scheme for vanet,Computer Networks
15472450.2019.1625042,A security and privacy review of vanets,IEEE Transactions on Intelligent Transportation Systems
15472450.2019.1625042,Securing vehicular ad hoc networks,Journal of Computer Security
15472450.2019.1625042,A threshold anonymous authentication protocol for vanets,IEEE Transactions on Vehicular Technology
15472450.2019.1625042,Connected and automated vehicle systems: Introduction and overview,Journal of Intelligent Transportation Systems
15472450.2019.1625042,"Tacking together efficient authentication, revocation, and privacy in vanets",Secon’09. 6th Annual IEEE Communications Society Conference on
15472450.2019.1625042,Secure vehicular communications based on group signature and id-based signature scheme,ICC’07. IEEE International Conference on
15472450.2019.1625042,Enhancing security and privacy for identity-based batch verification scheme in vanets,IEEE Transactions on Vehicular Technology
15472450.2019.1625042,VBPC: Velocity based pseudonym changing strategy to protect location privacy of vehicles in vanet,2017 International Conference on Communication Technologies (comtech)
15472450.2019.1625042,2flip: A two-factor lightweight privacy-preserving authentication scheme for vanet,IEEE Transactions on Vehicular Technology
15472450.2019.1625042,ECPB: Efficient conditional privacy-preserving authentication scheme supporting batch verification for vanets,IJ Network Security
15472450.2019.1625042,DCS: an efficient distributed-certificate-service scheme for vehicular networks,IEEE Transactions on Vehicular Technology
15472450.2019.1625042,Efficient and spontaneous privacy-preserving protocol for secure vehicular communication,2010 IEEE international conference on Communications (ICC).
15472450.2019.1625042,Efficient privacy-preserving authentication protocol for vehicular communications with trustworthy,Security and Communication Networks
15472450.2019.1625042,LPA: A new location-based privacy-preserving authentication protocol in vanet,Security and Communication Networks
15472450.2019.1625042,On batch verification with group testing for vehicular communications,Wireless Networks
15472450.2019.1625042,An efficient signature scheme from bilinear pairings and its applications,International Workshop on Public Key Cryptography
15472450.2019.1625042,Mac for dedicated short range communications in intelligent transport system,IEEE Communications Magazine
15472450.2019.1643723,). Measuring the impacts of connected vehicles on travel time reliability in a work zone environment: An agent-based approach,Journal of Intelligent Transportation Systems
15472450.2019.1643723,The real-time urban traffic control system CRONOS: Algorithm and experiments,Transportation Research Part C: Emerging Technologies
15472450.2019.1643723,"Traffic signal timing optimisation based on genetic algorithm approach, including drivers’ routing",Transportation Research Part B: Methodological
15472450.2019.1643723,Vehicle re-identification and travel time measurement in real-time on freeways using existing loop detector infrastructure,Transportation Research Record: Journal of the Transportation Research Board
15472450.2019.1643723,A study on traffic signal control at signalized intersections in vehicular ad hoc networks,Ad Hoc Networks
15472450.2019.1643723,Bus travel time modelling using GPS probe and smart card data: A probabilistic approach considering link travel time and station dwell time,Journal of Intelligent Transportation Systems
15472450.2019.1643723,Calibration of platoon dispersion model with high-resolution signal event data,Transportation Research Record: Journal of the Transportation Research Board
15472450.2019.1643723,A hierarchical decentralized traffic light control system. The first realisation “Progetto Torino”,IFAC Proceedings Volumes
15472450.2019.1643723,Global positioning system as data collection method for travel research,Transportation Research Record: Journal of the Transportation Research Board
15472450.2019.1643723,The PRODYN real-time traffic algorithm,Proceedings of the 4th IFAC Symposium on Transportation Systems
15472450.2019.1643723,A real-time adaptive signal control in a connected vehicle environment,Transportation Research Part C: Emerging Technologies
15472450.2019.1643723,Spatiotemporal intersection control in a connected and automated vehicle environment,Transportation Research Part C: Emerging Technologies
15472450.2019.1643723,OPAC: A demand responsive strategy for traffic signal control,Transportation Research Record: Journal of the Transportation Research Board
15472450.2019.1643723,Event-based short-term traffic flow prediction model,Transportation Research Record: Journal of the Transportation Research Board
15472450.2019.1643723,Mixed platoon flow dispersion model based on truncated mixed phase distribution of speed,Proceedings of the 95th Annual Transportation Research Board Meeting
15472450.2019.1643723,Heterogeneous platoon flow dispersion model based on truncated mixed simplified phase-type distribution of travel speed,Journal of Advanced Transportation
15472450.2019.1643723,Dedicated short-range communications (DSRC) standards in the United States,Proceedings of the IEEE
15472450.2019.1643723,Performance assessment of multi-modal traffic system using micro-simulation methods,Proceedings of the 93rd Annual Transportation Research Board Meeting
15472450.2019.1643723,Real-time optimization for adaptive traffic signal control using genetic algorithms,Journal of Intelligent Transportation Systems
