paper_id,abstract
15472450.2018.1488132,This study provides a novel solution for the synchronized and coordinated railway scheduling optimization (SCSO) problem by the determination of the departure times of a public transit network. Railway timetable optimization is dealt with maximizing the number of synchronized meetings to allow for smooth transfers at interchanges. The developed model uses binary variables to record the number of synchronized meetings considering the importance of transfer stations and rail lines without the need to apply the modeling of passenger assignments. The model allows for a permissible and flexible transfer waiting time for making a connection between rails instead of the commonly used and assumed values. The solution of the mixed-integer programing problem of larger-sized railway networks is based on a synchronized and coordinated scheduling optimization genetic algorithm (SCSO-GA) with a local search strategy (LSS). This solution method is proved to be more efficient and accurate than the CPLEX solver. In addition it is proven to be a periodic event-scheduling problem (PESP) solver. The model is tested computationally on the Beijing urban rail transit network. The results demonstrate the advantage of the novel approach over other methods.
15472450.2018.1525533,"According to the evolution tendency of the control decision process from a trackside to a train-borne system, various autonomous localization units for railway vehicles were developed. As recommended in railway standards, the design process of each system, here the autonomous localization units (LU), follows the V-model whose first step is to define its availability requirement in order to satisfy the global ETCS system requirements. The classical approach for assigning the subsystem availability is based on the assumption that failure parameters of other units are precisely known. This assumption is too restricted in reality due to the lack of information. In this paper, we propose a new approach that allows taking into account uncertainties in the dependability parameters of the ETCS components for identifying the upper threshold of the LU unavailability to reach ETCS availability requirements. Using fuzzy fault trees, the fuzzy unavailability of the ETCS without the autonomous LU is evaluated. Then, based on its membership function, we assess the satisfaction rate that an advanced ETCS with the autonomous LU can satisfy the ETCS availability target."
15472450.2018.1542303,"Under a stochastic roadway, drivers need a route guidance system incorporating travel time variability. To recommend a customized path depending on the trip purpose and the driver’s risk-taking behavior, various path ranking methods have been developed. Unlike those methods, our proposed disutility method can easily incorporate a target arrival time in the ranking process by measuring how late the travel is and by penalizing it depending on the severity of lateness. In addition, the disutility-based route guidance system can properly address travel time unreliability that causes unacceptable disruptions to the driver’s schedule (i.e., unexpected long delay). We compare the disutility-based path ranking method with other ranking methods, the percentile travel time, the mean excess travel time, and the on-time arrival probability. We show that the disutility has stronger discriminating power and requires less solution space to find an optimal path. The most important advantage is that it can estimate a driver’s risk-taking behavior for each trip purpose by using the discrete choice analysis. We construct a simulation framework to acquire the travel time data on a hypothetical roadway. We analyze the data and show how various ranking methods recommend a customized path. Using the data, we show the advantage of the disutiltiy method over the other methods, which is generating a customized path with respect to the target arrival time by properly penalizing the travel time lateness."
15472450.2018.1563865,"Congestion in transport stations could result in stampede development and deadly crush situations. Closed circuit television (CCTV) cameras enable station managers to monitor the crowd and reduce overcrowding risks. However, identifying congestion conditions is a very laborious task for a human operator who has to monitor multiple locations at the same time. This paper presents a new approach to automated image-based identification of congestion as measured by level of service (LOS), which is the most widely accepted standard for measuring congestion. Existing methods for measuring LOS based on crowd density estimation from images have the disadvantages that, crowd density cannot be estimated accurately. In addition, the calculation of flow parameters involves a complex process, and consequently these parameters are not indicative of congestion in real-time. This paper proposes a novel method based on machine learning to directly classify LOS without calculating flow parameters. In the proposed method, visual features extracted by a deep convolutional neural network are classified using a support vector machine classifier and the classification results are further refined by using a long short-term memory network. A second contribution of this research is to develop a web-based LOS map visualization platform to monitor pedestrian distribution and variation of distribution in real-time. Experimental evaluation at Flinders Street Station in Melbourne shows that this method can achieve an accuracy of 81.9% and efficiency of 0.40 seconds per frame in LOS classification using CCTV images."
15472450.2018.1462176,ABSTRACT
15472450.2018.1494596,"Bus bunching is a well-known phenomenon for operators, users and regulators of high-frequency bus services. Bus operations are usually affected by increasing differences in the time intervals (headways) between consecutive buses. The effect of this variability is that buses tend to group into bunches of two or more, which severely affects the quality of service and the operational efficiency. The aim of this paper is to analyze which factors are associated to the phenomenon, using massive data from high-frequency services available in Santiago (Chile) and common-route services in Gatineau (Canada). The data is obtained from the bus GPS and AFC systems and are processed to obtain headways between buses. Using data from one week, we develop models to explain the variation of the continuous and discrete indicators of bus bunching as a function of variables related to the operation, variables related to the demand structure, and variables related to the infrastructure. Some of the factors that contribute to increase bus bunching are: stops located toward the end of the route, high scheduled frequency, irregular bus dispatch headways, non-homogeneous fleet, high demand, and high variability of demand. The results are useful for the design of quality indexes to measure bunching in bus operations, and for the design and operation of bus routes, taking into consideration the potential bus bunching problems."
15472450.2018.1496428,"Urban transportation and traffic face significant challenges as cities continue to grow. Traffic intersections present unique challenges for city planners. Several studies have proposed diverse approaches to managing intersection traffic. However, these typically fail to reduce both energy and trip time for all vehicles involved. This paper proposes the intersection traffic energy management system (ITEMS). By using speed regulation of two vehicles approaching an intersection on crossroads, ITEMS is able to resolve intersection conflicts. This obviates the need for either vehicle to stop. Two-vehicle and four-vehicle scenarios were simulated. It was found that ITEMS reduced the total energy about 22% and the trip time across the intersection by almost 16% for every scenario compared to a traditional fixed-timed traffic light intersection. ITEMS was also found to be superior than always giving a green light to urban transit vehicles. Furthermore, with ITEMS, the energy and trip time of each vehicle in the scenario was reduced when compared to other strategies."
15472450.2018.1501273,"Agent-based approach is a popular tool for modelling and developing large-scale distributed systems such as urban traffic control system with dynamic traffic flows. This study proposes a multi-agent-based approach to optimize urban traffic network signal control, which utilizes a mathematical programming method to optimize the signal timing plans at intersections. To improve the overall network efficiency, we develop an online agent-based signal coordination scheme, underpinned by the communication among different intersection control agents. In addition, the initial coordination scheme that pre-adjusts the offsets between the intersections is developed based on the historical demand information. Comparison and sensitivity analysis are conducted to evaluate the performance of the proposed method on a customized traffic simulation platform using MATLAB and VISSIM. Simulation results indicate that the proposed method can effectively avoid network oversaturation and thus reduces average travel delay and improves average vehicle speed, as compared to rule-based multi-agent signal control methods."
15472450.2018.1504294,"Traffic congestion in urban network has been a serious problem for decades. In this paper, a novel dynamic multi-objective optimization method for designing predictive controls of network signals is proposed. The popular cell transmission model (CTM) is used for traffic prediction. Two network models are considered, i.e., simple network which captures basic macroscopic traffic characteristics and advanced network that further considers vehicle turning and different traveling routes between origins and destinations. A network signal predictive control algorithm is developed for online multi-objective optimization. A variety of objectives are considered such as system throughput, vehicle delay, intersection crossing volume, and spillbacks. The genetic algorithm (GA) is applied to solve the optimization problem. Three example networks with different complexities are studied. It is observed that the optimal traffic performance can be achieved by the dynamic control in different situations. The influence of the objective selection on short-term and long-term network benefits is studied. With the help of parallel computing, the proposed method can be implemented in real time and is promising to improve the performance of real traffic network."
15472450.2018.1506339,"Finding the optimal location for sensors is a key problem in flow estimation. There are several location models that have been developed recently for vehicle identification (ID) sensors. However, these location models cannot be applied to large networks because there are many constraints and integer variables. Based on a property of the location problem for vehicle ID sensors, given the initial vehicle ID sensors that are pre-installed and fixed on the network, this article presents a solution that greatly reduces the size of this location problem. An applied example demonstrates that when 8% of the arcs from a real network that are randomly selected have a vehicle ID sensor, the reductions are as large as 97% for the number of remaining constraints in the location model and 84% for the adjusted diameter of the feasible region of target flow. Using these two indices as target functions, two greedy algorithms are presented for solving the vehicle ID sensor location problem. These two algorithms were applied to an example in Mashhad city with 2,526 arcs, 7,157 origin-destination pairs and 121,627 paths. Using these algorithms, installing vehicle ID sensors on 8% of the network arcs results in satisfaction of 99.82% of the constraints in the location model and 97.6% reduction in the adjusted maximum possible error index. This means that deploying a low number of vehicle ID sensors on a real large network, with these greedy algorithms, yields a high level of observability."
15472450.2018.1518137,"Taxis provide a type of on-demand mobility service in urban transportation. There are growing concerns regarding the level of service of taxis in satisfying residents’ mobility demand. However, the mismatch between demand and supply of taxi services has not been resolved even with the introduction of app-based vehicle services. In this study, three indicators are constructed using the Shanghai taxi global positioning system (GPS) dataset to reveal the spatial–temporal mismatch pattern. The issue is further analyzed via a case study, in which seven regions with frequent mismatch patterns are identified in the time period from 21:00 to 22:00. Then, a multinomial logistic regression model is employed to identify the demographic and built-environment factors contributing to the taxi mismatch problem. The study results show that population density, residential areas, the number of points of interest, and road density have significant relationships with the taxi undersupply. In contrast, the areas of commercial lands, as well as the other two transportation-related factors, that is, the number of bus stops and the distance to nearest subway station, are observed to be statistically significant for both “oversupply” and “undersupply” conditions. This study provides valuable insights for identifying mismatch patterns and interpreting the mismatch problem as a function of spatially explicit factors that are of great use for urban governance, especially in the improvement of taxi efficiency, taxi management, and urban planning."
15472450.2018.1473157,ABSTRACT
15472450.2018.1536859,"The majority of research efforts in the field of access control of autonomous vehicles at intersections are geared towards fully connected vehicles. The underlying assumptions for such efforts are active vehicle-to-vehicle (V2V), vehicle-to-infrastructure (V2I), infrastructure-to- vehicle (I2V) communications, and/or presence of a central controller. Though efficiency is proven to be significantly enhanced, the assumptions face inherent security and privacy obstacles and require high infrastructure costs. In previous work, the authors designed and demonstrated a simpler, less costly, and more secure approach to autonomous vehicle management at intersections. The approach allows vehicles to make autonomous decisions at intersections based solely on sensing and/or beacon information with no V2V or V2I communications required. This article extends our model to account for various vehicle classes, all possible turns at the intersection with corresponding safe turning speeds, and various intersection geometries. Compared to a fully actuated signal controller, the proposed and improved model is again proven operationally more efficient, as it reduced the average delay per vehicle by at least 21% and up to 51% for the various simulated scenarios. After 40 million seconds of simulation, the proposed model proved collision free operations."
15472450.2018.1557524,"As traffic congestion intensifies, identification and control of critical areas to balance road network traffic flow are of paramount importance to mitigate and prevent traffic congestion, based on the road network traffic realities. Most previous traffic sub-region division methods of static characteristics are not suitable for dynamic traffic management. This article proposes the division model of traffic sub-regions and identification method of critical control areas based on macroscopic fundamental diagram (MFD) theory closely integrated with dynamic characteristics of road network traffic. To be specific, the existence of small-scale road network MFD is confirmed at first through the traffic data transmitted from Jiangbei district in Chongqing, China. The initial control sub-regions of the road network are formulated with each small-scale road network as a control area. Then, the traffic state value of sub-regions is calculated by means of regression analysis. A set of rules are designed to aggregate the initial sub-regions, which are associated with the traffic state and geographically adjacent, and the adjusted traffic sub-regions are obtained by means of correlation coefficient analysis. Finally, the identification method of traffic critical control sub-regions is proposed based on clustering analysis. In addition, the identification model of critical control sub-regions is applied and analyzed in the experimental road network of Jiangbei district in Chongqing, China. The results demonstrate that the proposed model is flexible and efficient enough to improve the control over road networks, promoting application of traffic sub-region division based on MFD in dynamic traffic control over actual road networks."
15472450.2018.1560280,"This paper shows how embedded instantaneous kinematic information from files of vehicle trajectories can be exploited to better enable data compression algorithms for typical files containing all such trajectories from a roadway segment over some period of time. Such files typically contain other relevant information, such as vehicle class, lane number, and so on, and effective ways of compressing these variables are demonstrated as well. The test files are taken from the Next Generation Simulation project, as those files are to date the de facto standard for large trajectory repositories suitable for studying traffic flow theory. The advent of connected vehicles suggests that the data collection, storage, and hence, compression needs in this arena will continue to grow. We develop compression algorithms that exploit collective vehicle kinematics of the first and second order to enable greater compression ratios. Using the context-free .zip and .7z compression routines as baselines, we compare three schemes. The first scheme treats each column independently and does not recognize any variables as kinematic and produces compression gains approaching 2:1. The second scheme also compresses each column independently, but recognizes that some of them contain kinematic variables, and hence relationships along the rows, resulting in gains of around 4:1. Finally, the scheme that uses all of this information, plus kinematic correlations across columns, produces gains on the order of 5:1."
15472450.2018.1562348,"Using the conservation of mass concept, a novel controlled flow methodology based on a linear programing problem is developed for computing the optimal flow rates for a multi-exit evacuation network. In an emergency situation, the controlled flow design is able to track the values of the walkway density, the number of occupants in nodes and thus assures that the flow from adjacent sources to the source walkways is at their maximum level. Using the DTSP hall room of Universiti Sains Malaysia as a multi-exit network, a simulation of the flow shows that the source walkways are blocked when there is an uncontrolled flow. Hence, very few occupants can make their way into the intermediate walkways and exits. For the controlled flow, the values of occupant density in the source and intermediate walkways gradually approach the critical density, ensuring a maximum flow. The developed methodology is useful for the architects and disaster management authorities who are concerned with the evacuation of building facilities and can be used as a paradigm for future studies."
15472450.2018.1563864,"Advanced traveler information systems (ATIS) present traffic information to travelers to assist them in planning their journeys and also provide guidance when on the road. Providing travelers with information affects travel behavior and can result in improved performance and reduced congestion and emissions. However, the success of ATIS depends on, among other factors, whether drivers consider it useful and their particular responses to the provided information. There are, currently, many sources and market players in the traffic information industry producing traffic reports for consumers. The main objective of this paper was to examine whether traffic information provided from different sources are consistent with one other. A variable speed limit system and real-time traffic information system for in-vehicle navigation systems are used as a case study. This comparative analysis was made by superimposing the space-time regions of ground truth measured traffic conditions (“reality”) over the space-time regions of the reported information broadcasts. A predictive buffer was also introduced in the assessment. The predictive buffer was included to account for traffic information which could be considered as advance warning messages or correctly predicting and giving congestion information prior to the onset of actual congestion, which otherwise may have been reported as false alarms. This was motivated by the fact that optimal control approaches include the prediction of congestion in their control strategies. The methods developed in this research work have been applied to a real world problem to prove its applicability."
15472450.2019.1578565,"Speed profiles affect fuel economy tremendously, especially, when vehicles running on an urban road with numerous signalized intersections. To improve fuel economy, in this study, we propose a double-layer speed optimization method with real-time computation that considers traffic signal information collected via vehicle-to-infrastructure communication and traffic conditions. In the first layer, we use a Dijkstra algorithm to optimize the average eco-speed between adjacent intersections with full-horizon traffic signal information, and in the second layer, we use an optimal control method to plan a real-time speed profile with average speed constraints. We conduct numerous field tests using a test bed and an experimental vehicle platform. The test results demonstrate that by computing optimal solutions in real time, the proposed double-layer speed optimization method has the potential to improve fuel economy and decrease trip time."
15472450.2018.1476147,"Recent researches have shown the potential benefits of using Lagrangian coordinates in modeling mobile sensor data such as GPS, Bluetooth, Wi-Fi, and cellphone probe data. Research shows the numerical accuracy and convenience of Lagrangian traffic flow models in traffic state estimation. In this paper, a new traffic state estimation model by using Lagrangian-space Kalman filter is proposed based on the travel time transition model (TTM). The proposed methodology reformulates the TTM model into a state-space form to fit the Kalman filter framework. The corresponding state-updating matrices for various traffic conditions are also provided. A numerical experiment is conducted based on a simulation model calibrated with the field loop detector data on IH-894 in Milwaukee, Wisconsin for model evaluation. The proposed TTM-based method is compared with a CTM-based Kalman filter estimator on Eulerian coordinate under different penetration rates of the input Bluetooth, Wi-Fi, or Cellular probe vehicle data in which vehicles are re-identified between two consecutive physical or virtual readers. The evaluation results indicate that TTM-based estimation model performs well especially during congestion and can track traffic breakdowns and recovery effectively. The TTM-based estimator outperforms CTM-based methods at all penetration rates levels. Furthermore, the 4% penetration rate is found to be a threshold beyond which TTM-based estimation results improve significantly. With increased penetration rates, the TTM-based model can achieve a mean absolute percentage error around 10%; while CTM-based model remains higher than 13%."
15472450.2018.1488218,"Parking space is a scarce resource in today’s cities. Travelers often spend a sizable amount of time searching for available parking spaces. This increases travelers’ overall travel cost and causes additional congestion on the road. Without a good parking information guidance system, parking search remains a trial and error process. In this article, we propose a dynamic parking guidance system that integrates parking destination switching and real-time traffic routing. Drivers can switch their parking destinations and routes during their trip to minimize their expected travel costs. The probability that a driver is willing to switch to a new parking garage is taken to be proportional to the cost difference of the current parking destination and the new one. Microscopic simulation using SUMO and OmNet++ is designed to test the proposed dynamic parking and route guidance system. The simulation results show that with the proposed joint dynamic parking destination switching and dynamic traffic routing, the average overall cost in the network can be reduced. From the parking resources management point of view, parking garage occupancy can be more balanced across all the parking garages with the proposed system, which indicates that the system can help better coordinate available parking resources and avoid potential over-utilization or under-utilization of parking resources."
15472450.2018.1562349,"Lane change is a basic and critical element of complicated driving maneuvers such as overtaking, merging, and exit. Improper lane change is a primary cause for car crashes. This article focuses on the cooperative lane change motion planning task for multiple connected and automated vehicles (CAVs). To describe this task in a straightforward, accurate, and generic way, a centralized optimal control problem should be formulated. This optimal control problem consists of a cost function and many constraints, including the vehicle kinematic constraints, collision-avoidance constraints, two-point boundary conditions, and so forth. However, this optimal control problem is difficult to solve, because the constraints related to all of the CAVs must be considered simultaneously. In order to facilitate the numerical solving process, an incrementally constrained dynamic optimization method is proposed. In this method, a series of subproblems are defined and solved in a sequence such that each one is more difficult than its former one by incorporating more collision-avoidance constraints. The optimum of each one subproblem serves as the initial guess, which warmly starts the solution process of the next subproblem in the sequence. This sequential process continues until the optimal solution to the originally formulated problem is derived. In this way, the difficulties in the original problem are dispersed into multiple parts and then tackled incrementally. Unification, effectiveness, and efficiency of the proposed method have been investigated through a series of simulation tests."
15472450.2019.1573366,This article proposed a real-time short turning strategy based on passenger choice behavior to improve transit service for the stops with larger passenger demand in peak periods. A bi-level model is introduced to integrate the real-time control strategy and passenger choice. The upper-level model is an optimal model with the objective of maximizing the reduced waiting time of passengers with the strategy. The lower-level model is an allocation model to calculate passenger demand accurately. The optimization variables include which buses provide short turning services and the start and end stations of each bus. An algorithm is implemented to solve the problem and the effectiveness of the presented strategy is tested with the data of a transit route in Dalian city of China. The results indicate that the real-time short turning strategy based on passenger choice behavior can yield benefits in term of the reduction of passenger waiting time and even the vehicle capacity up.
15472450.2019.1586543,"Previous map-matching algorithms perform well in sparse road areas and simple road network structures. Nevertheless, mismatches emerge when the algorithms are implemented in a complex road network. Special road patterns such as parallel or auxiliary roads, roundabouts, intersections, U-turns, or overpasses make it harder to identify features correctly. This paper proposes a scenario-based map-matching algorithm which balances accuracy and efficiency. Instead of matching every point by a constant process, the proposed algorithm provides specific combinations of filters for different operational environments. To eliminate improper candidate roads at each step, five road filters are introduced. Each filter has its own trigger condition, and if the condition is not satisfied, the filter will be skipped. The algorithm is validated using taxi GPS data on various complex roads in Shenzhen. The algorithm correctly identified 99.60%, 96.40%, 93.18%, 96.87%, and 94.11% of the roads for simple, opposing parallel, and auxiliary roads; intersections; and unconnected buffer situations, respectively. The proposed algorithm has two important features: 1. the algorithm is suitable for various complex intersections; 2.the map-matching process can be adjusted according to the traffic scenario, which saves computational time. The evaluated performance indicates that the proposed algorithm performs better than previous map-matching algorithms in both simple and complex road networks and can be efficiently applied to GPS datasets using various time intervals."
15472450.2018.1527694,"To improve the traffic efficiency of city-wide road networks, we propose a traffic signal control framework that prioritizes the optimal control policies on critical nodes in road networks. In this framework, we first use a data-driven approach to discover the critical nodes. Critical nodes are identified as nodes that would cause a dramatic reduction in the traffic efficiency of the road network if they were to fail. This approach models the dynamic of road networks using a tripartite graph based on the vehicle trajectories and can accurately identify the city-wide critical nodes from a global perspective. Second, for the discovered critical nodes, we introduce a novel traffic signal control approach based on deep reinforcement learning; this approach can learn the optimal policy via constantly interacting with the road network in an iterative mode. We conduct several experiments with a transportation simulator; the results of experiments show that the proposed framework reduces the average delay and travel time compared to the baseline methods."
15472450.2019.1699076,"Connected and automated vehicles (CAVs) are already part of the surface transportation system. In order for a CAV to operate safely, it needs information such as static data (high-resolution navigation maps) and real-time dynamics from various sensors, some of which exchange information with other vehicles or roadside units. High resolution navigation maps can integrate historical on-road driving performance data to help CAVs and drivers operating vehicles with low level automation make informed proactive decisions. This study proposes that navigation maps on CAVs come pre-installed with historical driving data and that they work together with real-time sensors to help CAVs plan maneuvers. Historical driving data offers insights about decisions made by drivers at locations along a route, e.g., where drivers often make sharp turns or where they accelerate and decelerate hard. A pre-installed record of historical driving decisions will support informed decision-making and proactively “warn” CAVs and drivers about potential hazards. This study explores location-based driving volatility as a key to improving safety through CAVs. Location-based volatility is a measure of historical driving performance, defined as the percentage of extreme maneuvers performed on a location in road network. For demonstration, we modeled and visualized real-world high-resolution geo-referenced data. The data comes from a connected vehicle safety pilot program in Ann Arbor, Michigan. We found measured location-based volatility is significantly related to safety outcomes. Therefore, location-based driving volatility can serve as a valuable piece of information to be added to navigation maps in CAVs in order to help them navigate volatile hot-spots."
15472450.2019.1615487,"The shipments of hazardous materials (hazmat) which are indispensable for economic and social development have increased; accordingly, a rising number of incidents involving hazmat transportation may inflict more dread damages to both people and environment. This severe situation has prompted the need for deep mining trip purposes using trajectory information in order to enhance the hazmat-transportation regulatory. This paper presents an unsupervised two-phase framework for inferring multiple trip purposes (i.e. loading, unloading, in-yard, and other stops) based on the passive global positioning system (GPS) data during the hazmat-transportation process. In detail, a scalable ordering points to identify the clustering-structure mixture algorithm (SOMA) is first developed to group hazmat vehicles trip ends into hotspot places in phase I; In phase II, a two-stage trip-purpose identification approach is proposed with a combination of the fuzzy c-means (FCM) method and the point-of-interest (POI) information. The effectiveness and efficiency of the designed two-phase framework are evaluated through the real-world datasets, which are generated by more than 12,000 vehicles in Liaoning Province, China. The results demonstrate that the method can infer four types of freight trip purposes with an accuracy of 82.1%. The proposed approach framework can help analyze the vehicle trips associated with the loading states, which will provide effective decision-making support for the hazmat-transportation regulatory."
15472450.2019.1677160,"The nature of wrong-way driving (WWD) crashes on limited access facilities makes it difficult for agencies to combat them effectively. WWD countermeasures equipped with Intelligent Transportation Systems (ITS) technologies, such as warning lights and detection devices, have been proven to reduce WWD. However, agencies often cannot deploy these ITS countermeasures at all exit ramps due to their expense. This paper discusses an innovative WWD countermeasure optimization approach to help agencies identify the optimal deployment locations based on available resources. The approach consists of a WWD crash risk (WWCR) model and a WWD countermeasures optimization algorithm. The WWCR model uses non-crash WWD events, interchange designs, and traffic volumes to predict the number of WWD crashes on multi-exit segments of limited access facilities. Then, the optimization algorithm uses the model results to identify the best exits for ITS countermeasure deployment based on WWCR reduction, available resources, and other applicable constraints. This approach was applied to the Florida’s Turnpike Enterprise (FTE) toll road network. Twenty-four segments were identified as WWD hotspots due to high WWCR. Three different optimization scenarios were tested to show how different constraints affect the results. These scenarios resulted in 38% to 41% of the maximum possible WWCR reduction by equipping only 39 of the 196 FTE ramps (20%) and could help FTE better utilize its investment by 36% compared to only equipping ramps in the identified 24 WWD hotspots. Other agencies could personalize this approach based on their available resources, and preferred WWD countermeasures to achieve similar benefits."
15472450.2019.1579091,"How to efficiently identify traffic bottlenecks in the expressway network and implement targeted measures is an important issue to mitigate traffic congestion. In recent years, with the proliferation of smartphones, smartphone-based navigation applications are receiving the worldwide popularity, which are being treated as an extremely rich source of traffic data. In this paper, we are devoted to proposing a novel approach to investigate traffic state and identify recurrent bottlenecks quickly and accurately from macroscopic network perspective, through fusing the data sources of fixed detectors and mobile navigation apps. First of all, this paper plots flow-speed fundamental diagram to derive critical speed, which is treated as the criterion to determine traffic state. Once the criterion has been established, typical bottlenecks in the entire expressway network can be efficiently identified through only utilizing smartphone-based probe speed data. Secondly, three pioneering indicators are put forward to quantify oversaturated traffic state and classify bottleneck patterns on urban expressway network. Applying this methodology, we take Beijing expressway network as a case to identify different patterns of bottlenecks, which are validated to comply with the reality. Moreover, the relationship between critical speed and the associated road segment features is explored and shows the possibility of predicting the critical speed even without flow data. As an end, some recommendations are proposed for improving different types of traffic bottlenecks."
15472450.2019.1579092,"Multistep prediction of public parking spaces in the parking guidance and information system and parking reservation system has great benefits for intelligent parking. This study analyzes the C0 complexity of parking space occupancy time series from the frequency domain aspect. Results show that regular components account for the vast majority of parking space occupancy time series and can be considered a “quasiperiodic” series, which provides the theoretical basis for multistep prediction. This study combines the idea of Fourier transform (FT) and a machine learning method least squares support vector regression (LSSVR) together and proposes the Fourier transform–least squares support vector regression (FT–LSSVR) multistep prediction algorithm. As taking consideration of a predicting step threshold, this method has the power to predict single-step and multistep public parking spaces. Verification on two typical public parking lots in Hangzhou shows the great performance of FT–LSSVR. The prediction accuracy of proposed FT–LSSVR immensely outperforms the traditional LSSVR prediction after considering the step threshold. Moreover, the proposed method did not add the computational time complexity compared with the traditional LSSVR prediction. Thus, the proposed method is more suitable for real-time systems for its high prediction accuracy and less complex calculation."
15472450.2019.1579093,"The emerging advanced intelligent transportation systems, such as connected vehicles (CV) and cooperative vehicle-to-infrastructure system (CVIS), attract much research attentions nowadays. Taking the advantages of such systems, first, this article develops a joint control model which optimizing the speeds of the connected vehicles and coordinating signals along an arterial simultaneously. This control model forms connected vehicles into platoons so that the vehicles can pass through intersections together with no stops or the least stop time. At the same time, it optimizes signal timing plans along an arterial to achieve lower signal delay and higher throughput. Finally, the proposed model is tested on a mimic of a real-world road network in simulation. Compared with the MAXBAND model, the results indicate that the joint control model can reduce the stop time and stops of coordinate phase by up to 53.69% and 41.15%. The signalized intersection delay per vehicle is reduced by 13.19%. Meanwhile, the vehicle queue is eliminated by the platoon control and arterial signal coordination. The sensitivity analysis also shows that the signalized intersection delay reduction is proportional to the traffic flow volume."
15472450.2018.1542305,"Model-based condition monitoring is an increasingly important area for rail transportation. The key elements of such condition monitoring methodologies are low-cost vehicle sensors and intelligent algorithms. In this study, a swarm intelligence-based multiple models approach is proposed to detect different friction conditions by using velocity measurements of a railway vehicle. In this case of application, estimated parameter is the maximum friction coefficient. Additionally, proposed methodology is tested experimentally by using the measurements taken from a tram wheel test stand. Multiple mathematical models of the test stand are created with different maximum friction coefficients, whereas all initial conditions and other system parameters are same for each model. Therefore, comparison of the output of each model with measurements is considered to interpret the parameter value of the model, which best represents the system, is selected as parameter estimate. Unlike the traditional multiple models approach, a swarm intelligence-based evolution of the models is proposed. Experiments carried out on the test stand reveal that the proposed methodology is promising to be used as an on-board friction condition monitoring tool for railway vehicles with traction. Furthermore, it can be considered to detect weather conditions since friction conditions change due to the weather events such as rain, ice, snowfall, condensation of water droplets, and leaves on the line and it can be used as an auxiliary system for intelligent traction and high adhesion control systems."
15472450.2018.1542304,"Reliable long-term travel time prediction would be effective support to traffic management, for example, traffic flow control or the pricing of tolls. Gradient boosting (GB) has been suggested as an excellent tool for short-term travel time prediction problems. This paper shows that GB with modifications can also work for long-term prediction. We introduce key variables, regarded as multiple factors, from various sources into a GB model and apply the Fourier filtering process to reduce noise. Those key variables include time of the day, day of the week, holidays, big events or activities, promotion of tolls, and narrowing of roadways. This paper takes the first step in applying key variables (from various sources) to predict long-term travel time. The electronic toll collection (ETC) data of Taiwan Freeway No.1 are used to train and to test in our process. Results demonstrate that the prediction ability of the GB model with Fourier filtering is the best. This paper shows a research direction of long-term travel time prediction, and the relatively important key variables."
15472450.2019.1582950,"Short-term traffic speed forecasting is an important component of Intelligent Transportation Systems (ITS). Multi-step-ahead prediction can provide more information and predict the longer trend of traffic speed than single-step-ahead prediction. This paper presents a multi-step-ahead traffic speed prediction approach by improving the gradient boosting regression tree (GBRT). The traditional multiple output strategies, e.g., the direct strategy and iterated strategy, share a common feature that they model the samples through multi-input single-output mapping rather than multi-input multi-output mapping. This paper proposes multivariate GBRT to realize simultaneous multiple outputs by considering correlations of the outputs which have not been fully considered in the existing strategies. For illustrative purposes, traffic detection data are extracted at the 5-min aggregation time interval from three loop detectors in US101-N freeway through the Performance Measurement System (PeMS). The support vector regression (SVR) is used as the benchmark. Assessments on the three models are based on the three criteria, i.e., prediction accuracy, prediction stability, and prediction time. The results indicate that (I) Multivariate GBRT and GBRT using the direct strategy have higher prediction accuracies compared with SVR; (II) GBRT using the iterated strategy has a good prediction accuracy in short-step-ahead prediction and the prediction accuracy decreases significantly in long-step-ahead prediction; (III) Multivariate GBRT has the best stability which means the higher reliability in multi-step-ahead prediction while iterated GBRT has the worst stability; and (IV) Multivariate GBRT has an enormous advantage in the prediction efficiency and this advantage will expand with the increasing prediction horizons."
15472450.2019.1598863,"The rapid development of sensing, computing, and wireless communication techniques has given rise to an increasing number and increasing availability of high-resolution data that record real-time traffic information. In this study, radio frequency identification (RFID) data collected in Nanjing (a major city in southern China) were used to estimate dynamic travel demands and develop an RFID data-based vehicle routing model that simultaneously considers individual benefits and social good. The proposed vehicle routing model also used information regarding driver origins that contribute to major congestion; therefore, the routing model can be applied to a group of targeted vehicles only, providing more adaptive, efficient, and feasible routing strategies to mitigate traffic congestion."
